,Year,Continent,Disaster Type,counts
2375,2004,Asia,Miscellaneous accident,28
2376,2004,Asia,Storm,51
2377,2004,Asia,Transport accident,86
2378,2004,Asia,Volcanic activity,4
2379,2004,Asia,Wildfire,1
2380,2004,Europe,Drought,1
2381,2004,Europe,Earthquake,3
2382,2004,Europe,Extreme temperature,5
2383,2004,Europe,Flood,14
2384,2004,Europe,Industrial accident,6
2385,2004,Europe,Miscellaneous accident,10
2386,2004,Europe,Storm,13
2387,2004,Europe,Transport accident,22
2388,2004,Europe,Wildfire,3
2389,2004,Oceania,Flood,7
2390,2004,Oceania,Insect infestation,1
2391,2004,Oceania,Storm,13
2392,2004,Oceania,Transport accident,1
2393,2004,Oceania,Volcanic activity,1
2394,2005,Africa,Drought,13
2395,2005,Africa,Earthquake,3
2396,2005,Africa,Epidemic,43
2397,2005,Africa,Flood,32
2398,2005,Africa,Industrial accident,8
2399,2005,Africa,Miscellaneous accident,13
2400,2005,Africa,Storm,6
2401,2005,Africa,Transport accident,88
2402,2005,Africa,Volcanic activity,3
2403,2005,Americas,Complex Disasters,1
2404,2005,Americas,Drought,2
2405,2005,Americas,Earthquake,4
2406,2005,Americas,Extreme temperature,1
2407,2005,Americas,Flood,34
2408,2005,Americas,Industrial accident,1
2409,2005,Americas,Landslide,2
2410,2005,Americas,Miscellaneous accident,11
2411,2005,Americas,Storm,44
2412,2005,Americas,Transport accident,29
2413,2005,Americas,Volcanic activity,2
2414,2005,Americas,Wildfire,5
2415,2005,Asia,Drought,5
2416,2005,Asia,Earthquake,17
2417,2005,Asia,Epidemic,13
2418,2005,Asia,Extreme temperature,8
2419,2005,Asia,Flood,84
2420,2005,Asia,Industrial accident,65
2421,2005,Asia,Landslide,10
2422,2005,Asia,Miscellaneous accident,32
2423,2005,Asia,Storm,47
2424,2005,Asia,Transport accident,98
2425,2005,Asia,Volcanic activity,1
2426,2005,Asia,Wildfire,4
2427,2005,Europe,Extreme temperature,31
2428,2005,Europe,Flood,39
2429,2005,Europe,Industrial accident,2
2430,2005,Europe,Landslide,1
2431,2005,Europe,Miscellaneous accident,10
2432,2005,Europe,Storm,26
2433,2005,Europe,Transport accident,13
2434,2005,Europe,Wildfire,3
2435,2005,Oceania,Earthquake,1
2436,2005,Oceania,Flood,4
2437,2005,Oceania,Storm,7
2438,2005,Oceania,Transport accident,1
2439,2005,Oceania,Volcanic activity,2
2440,2005,Oceania,Wildfire,1
2441,2006,Africa,Drought,3
2442,2006,Africa,Earthquake,2
2443,2006,Africa,Epidemic,49
2444,2006,Africa,Flood,56
2445,2006,Africa,Industrial accident,9
2446,2006,Africa,Insect infestation,1
2447,2006,Africa,Landslide,1
2448,2006,Africa,Miscellaneous accident,10
2449,2006,Africa,Storm,5
2450,2006,Africa,Transport accident,101
2451,2006,Africa,Volcanic activity,1
2452,2006,Americas,Drought,1
2453,2006,Americas,Earthquake,2
2454,2006,Americas,Epidemic,2
2455,2006,Americas,Extreme temperature,5
2456,2006,Americas,Flood,36
2457,2006,Americas,Industrial accident,3
2458,2006,Americas,Landslide,2
2459,2006,Americas,Miscellaneous accident,2
2460,2006,Americas,Storm,17
2461,2006,Americas,Transport accident,24
2462,2006,Americas,Volcanic activity,6
2463,2006,Americas,Wildfire,4
2464,2006,Asia,Drought,3
2465,2006,Asia,Earthquake,18
2466,2006,Asia,Epidemic,3
2467,2006,Asia,Extreme temperature,2
2468,2006,Asia,Flood,99
2469,2006,Asia,Industrial accident,48
2470,2006,Asia,Landslide,14
2471,2006,Asia,Mass movement (dry),1
2472,2006,Asia,Miscellaneous accident,17
2473,2006,Asia,Storm,41
2474,2006,Asia,Transport accident,63
2475,2006,Asia,Volcanic activity,2
2476,2006,Asia,Wildfire,1
2477,2006,Europe,Drought,1
2478,2006,Europe,Earthquake,2
2479,2006,Europe,Extreme temperature,7
2480,2006,Europe,Flood,30
2481,2006,Europe,Industrial accident,4
2482,2006,Europe,Landslide,1
2483,2006,Europe,Miscellaneous accident,4
2484,2006,Europe,Storm,9
2485,2006,Europe,Transport accident,16
2486,2006,Europe,Wildfire,1
2487,2006,Oceania,Drought,1
2488,2006,Oceania,Flood,5
2489,2006,Oceania,Landslide,2
2490,2006,Oceania,Storm,4
2491,2006,Oceania,Volcanic activity,3
2492,2006,Oceania,Wildfire,3
2493,2007,Africa,Complex Disasters,1
2494,2007,Africa,Drought,6
2495,2007,Africa,Epidemic,24
2496,2007,Africa,Extreme temperature,1
2497,2007,Africa,Flood,64
2498,2007,Africa,Industrial accident,5
2499,2007,Africa,Landslide,1
2500,2007,Africa,Miscellaneous accident,11
2501,2007,Africa,Storm,9
2502,2007,Africa,Transport accident,80
2503,2007,Africa,Volcanic activity,1
2504,2007,Africa,Wildfire,3
2505,2007,Americas,Drought,2
2506,2007,Americas,Earthquake,9
2507,2007,Americas,Epidemic,1
2508,2007,Americas,Extreme temperature,5
2509,2007,Americas,Flood,39
2510,2007,Americas,Industrial accident,5
2511,2007,Americas,Landslide,2
2512,2007,Americas,Miscellaneous accident,5
2513,2007,Americas,Storm,40
2514,2007,Americas,Transport accident,21
2515,2007,Americas,Volcanic activity,1
2516,2007,Americas,Wildfire,4
2517,2007,Asia,Drought,2
2518,2007,Asia,Earthquake,9
2519,2007,Asia,Epidemic,10
2520,2007,Asia,Extreme temperature,7
2521,2007,Asia,Flood,93
2522,2007,Asia,Industrial accident,37
2523,2007,Asia,Landslide,7
2524,2007,Asia,Miscellaneous accident,18
2525,2007,Asia,Storm,29
2526,2007,Asia,Transport accident,65
2527,2007,Asia,Volcanic activity,4
2528,2007,Asia,Wildfire,1
2529,2007,Europe,Drought,1
2530,2007,Europe,Earthquake,2
2531,2007,Europe,Extreme temperature,12
2532,2007,Europe,Flood,19
2533,2007,Europe,Industrial accident,6
2534,2007,Europe,Miscellaneous accident,9
2535,2007,Europe,Storm,22
2536,2007,Europe,Transport accident,13
2537,2007,Europe,Wildfire,10
2538,2007,Oceania,Earthquake,1
2539,2007,Oceania,Flood,3
2540,2007,Oceania,Storm,5
2541,2007,Oceania,Transport accident,2
2542,2008,Africa,Drought,9
2543,2008,Africa,Earthquake,2
2544,2008,Africa,Epidemic,33
2545,2008,Africa,Flood,47
2546,2008,Africa,Industrial accident,4
2547,2008,Africa,Landslide,1
2548,2008,Africa,Mass movement (dry),1
2549,2008,Africa,Miscellaneous accident,8
2550,2008,Africa,Storm,10
2551,2008,Africa,Transport accident,81
2552,2008,Africa,Wildfire,2
2553,2008,Americas,Drought,2
2554,2008,Americas,Earthquake,2
2555,2008,Americas,Epidemic,6
2556,2008,Americas,Extreme temperature,1
2557,2008,Americas,Flood,35
2558,2008,Americas,Industrial accident,2
2559,2008,Americas,Landslide,3
2560,2008,Americas,Mass movement (dry),1
2561,2008,Americas,Miscellaneous accident,4
2562,2008,Americas,Storm,44
2563,2008,Americas,Transport accident,41
2564,2008,Americas,Volcanic activity,5
2565,2008,Americas,Wildfire,2
2566,2008,Asia,Complex Disasters,2
2567,2008,Asia,Drought,5
2568,2008,Asia,Earthquake,17
2569,2008,Asia,Epidemic,3
2570,2008,Asia,Extreme temperature,6
2571,2008,Asia,Flood,65
2572,2008,Asia,Industrial accident,29
2573,2008,Asia,Landslide,8
2574,2008,Asia,Miscellaneous accident,15
2575,2008,Asia,Storm,42
2576,2008,Asia,Transport accident,54
2577,2008,Asia,Volcanic activity,1
2578,2008,Asia,Wildfire,1
2579,2008,Europe,Earthquake,2
2580,2008,Europe,Extreme temperature,9
2581,2008,Europe,Flood,9
2582,2008,Europe,Industrial accident,4
2583,2008,Europe,Miscellaneous accident,3
2584,2008,Europe,Storm,13
2585,2008,Europe,Transport accident,16
2586,2008,Oceania,Flood,9
2587,2008,Oceania,Mass movement (dry),1
2588,2008,Oceania,Storm,2
2589,2008,Oceania,Volcanic activity,1
2590,2009,Africa,Drought,5
2591,2009,Africa,Earthquake,2
2592,2009,Africa,Epidemic,28
2593,2009,Africa,Flood,45
2594,2009,Africa,Industrial accident,8
2595,2009,Africa,Insect infestation,1
2596,2009,Africa,Landslide,1
2597,2009,Africa,Miscellaneous accident,7
2598,2009,Africa,Storm,13
2599,2009,Africa,Transport accident,62
2600,2009,Africa,Wildfire,1
2601,2009,Americas,Drought,7
2602,2009,Americas,Earthquake,2
2603,2009,Americas,Epidemic,9
2604,2009,Americas,Extreme temperature,2
2605,2009,Americas,Flood,34
2606,2009,Americas,Industrial accident,2
2607,2009,Americas,Landslide,8
2608,2009,Americas,Mass movement (dry),1
2609,2009,Americas,Miscellaneous accident,3
2610,2009,Americas,Storm,19
2611,2009,Americas,Transport accident,31
2612,2009,Americas,Wildfire,2
2613,2009,Asia,Drought,6
2614,2009,Asia,Earthquake,13
2615,2009,Asia,Epidemic,3
2616,2009,Asia,Extreme temperature,6
2617,2009,Asia,Flood,52
2618,2009,Asia,Industrial accident,30
2619,2009,Asia,Landslide,19
2620,2009,Asia,Miscellaneous accident,12
2621,2009,Asia,Storm,43
2622,2009,Asia,Transport accident,51
2623,2009,Asia,Volcanic activity,1
2624,2009,Europe,Earthquake,2
2625,2009,Europe,Extreme temperature,11
2626,2009,Europe,Flood,15
2627,2009,Europe,Industrial accident,4
2628,2009,Europe,Miscellaneous accident,5
2629,2009,Europe,Storm,9
2630,2009,Europe,Transport accident,12
2631,2009,Europe,Wildfire,5
2632,2009,Oceania,Earthquake,3
2633,2009,Oceania,Epidemic,4
2634,2009,Oceania,Extreme temperature,1
2635,2009,Oceania,Flood,5
2636,2009,Oceania,Landslide,1
2637,2009,Oceania,Storm,3
2638,2009,Oceania,Transport accident,3
2639,2009,Oceania,Volcanic activity,1
2640,2009,Oceania,Wildfire,1
2641,2010,Africa,Drought,10
2642,2010,Africa,Epidemic,26
2643,2010,Africa,Flood,52
2644,2010,Africa,Industrial accident,4
2645,2010,Africa,Insect infestation,1
2646,2010,Africa,Landslide,7
2647,2010,Africa,Miscellaneous accident,7
2648,2010,Africa,Storm,6
2649,2010,Africa,Transport accident,43
2650,2010,Africa,Wildfire,1
2651,2010,Americas,Drought,8
2652,2010,Americas,Earthquake,4
2653,2010,Americas,Epidemic,12
2654,2010,Americas,Extreme temperature,7
2655,2010,Americas,Flood,33
2656,2010,Americas,Industrial accident,5
2657,2010,Americas,Landslide,6
2658,2010,Americas,Miscellaneous accident,4
2659,2010,Americas,Storm,37
2660,2010,Americas,Transport accident,33
2661,2010,Americas,Volcanic activity,2
2662,2010,Americas,Wildfire,2
2663,2010,Asia,Drought,2
2664,2010,Asia,Earthquake,17
2665,2010,Asia,Epidemic,6
2666,2010,Asia,Extreme temperature,2
2667,2010,Asia,Flood,61
2668,2010,Asia,Industrial accident,24
2669,2010,Asia,Landslide,19
2670,2010,Asia,Miscellaneous accident,33
2671,2010,Asia,Storm,30
2672,2010,Asia,Transport accident,60
2673,2010,Asia,Volcanic activity,3
2674,2010,Asia,Wildfire,2
2675,2010,Europe,Drought,1
2676,2010,Europe,Earthquake,1
2677,2010,Europe,Extreme temperature,19
2678,2010,Europe,Flood,32
2679,2010,Europe,Industrial accident,2
2680,2010,Europe,Miscellaneous accident,3
2681,2010,Europe,Storm,14
2682,2010,Europe,Transport accident,14
2683,2010,Europe,Volcanic activity,1
2684,2010,Europe,Wildfire,2
2685,2010,Oceania,Earthquake,2
2686,2010,Oceania,Flood,6
2687,2010,Oceania,Industrial accident,1
2688,2010,Oceania,Storm,7
2689,2010,Oceania,Transport accident,2
2690,2011,Africa,Drought,11
2691,2011,Africa,Epidemic,16
2692,2011,Africa,Flood,44
2693,2011,Africa,Industrial accident,3
2694,2011,Africa,Miscellaneous accident,12
2695,2011,Africa,Storm,9
2696,2011,Africa,Transport accident,78
2697,2011,Americas,Drought,2
2698,2011,Americas,Earthquake,3
2699,2011,Americas,Epidemic,2
2700,2011,Americas,Extreme temperature,6
2701,2011,Americas,Flood,39
2702,2011,Americas,Industrial accident,5
2703,2011,Americas,Landslide,4
2704,2011,Americas,Miscellaneous accident,2
2705,2011,Americas,Storm,33
2706,2011,Americas,Transport accident,24
2707,2011,Americas,Volcanic activity,2
2708,2011,Americas,Wildfire,7
2709,2011,Asia,Drought,2
2710,2011,Asia,Earthquake,24
2711,2011,Asia,Epidemic,6
2712,2011,Asia,Extreme temperature,8
2713,2011,Asia,Flood,63
2714,2011,Asia,Industrial accident,20
2715,2011,Asia,Landslide,12
2716,2011,Asia,Miscellaneous accident,17
2717,2011,Asia,Storm,31
2718,2011,Asia,Transport accident,59
2719,2011,Asia,Volcanic activity,4
2720,2011,Europe,Earthquake,1
2721,2011,Europe,Extreme temperature,2
2722,2011,Europe,Flood,9
2723,2011,Europe,Industrial accident,3
2724,2011,Europe,Landslide,1
2725,2011,Europe,Miscellaneous accident,2
2726,2011,Europe,Storm,5
2727,2011,Europe,Transport accident,16
2728,2011,Oceania,Drought,1
2729,2011,Oceania,Earthquake,2
2730,2011,Oceania,Flood,1
2731,2011,Oceania,Industrial accident,1
2732,2011,Oceania,Miscellaneous accident,1
2733,2011,Oceania,Storm,6
2734,2011,Oceania,Transport accident,1
2735,2011,Oceania,Wildfire,1
2736,2012,Africa,Complex Disasters,1
2737,2012,Africa,Drought,5
2738,2012,Africa,Epidemic,18
2739,2012,Africa,Extreme temperature,1
2740,2012,Africa,Flood,29
2741,2012,Africa,Industrial accident,1
2742,2012,Africa,Landslide,1
2743,2012,Africa,Miscellaneous accident,7
2744,2012,Africa,Storm,11
2745,2012,Africa,Transport accident,54
2746,2012,Americas,Drought,6
2747,2012,Americas,Earthquake,5
2748,2012,Americas,Epidemic,6
2749,2012,Americas,Extreme temperature,2
2750,2012,Americas,Flood,24
2751,2012,Americas,Industrial accident,3
2752,2012,Americas,Landslide,1
2753,2012,Americas,Miscellaneous accident,4
2754,2012,Americas,Storm,35
2755,2012,Americas,Transport accident,26
2756,2012,Americas,Volcanic activity,1
2757,2012,Americas,Wildfire,4
2758,2012,Asia,Complex Disasters,1
2759,2012,Asia,Drought,3
2760,2012,Asia,Earthquake,19
2761,2012,Asia,Epidemic,1
2762,2012,Asia,Extreme temperature,10
2763,2012,Asia,Flood,62
2764,2012,Asia,Industrial accident,21
2765,2012,Asia,Landslide,10
2766,2012,Asia,Mass movement (dry),1
2767,2012,Asia,Miscellaneous accident,11
2768,2012,Asia,Storm,39
2769,2012,Asia,Transport accident,38
2770,2012,Europe,Drought,4
2771,2012,Europe,Earthquake,3
2772,2012,Europe,Extreme temperature,39
2773,2012,Europe,Flood,15
2774,2012,Europe,Industrial accident,1
2775,2012,Europe,Miscellaneous accident,4
2776,2012,Europe,Storm,1
2777,2012,Europe,Transport accident,16
2778,2012,Europe,Wildfire,2
2779,2012,Oceania,Flood,6
2780,2012,Oceania,Landslide,1
2781,2012,Oceania,Storm,5
2782,2012,Oceania,Transport accident,3
2783,2013,Africa,Drought,2
2784,2013,Africa,Epidemic,16
2785,2013,Africa,Flood,34
2786,2013,Africa,Industrial accident,7
2787,2013,Africa,Miscellaneous accident,7
2788,2013,Africa,Storm,6
2789,2013,Africa,Transport accident,53
2790,2013,Africa,Wildfire,2
2791,2013,Americas,Drought,4
2792,2013,Americas,Earthquake,3
2793,2013,Americas,Epidemic,5
2794,2013,Americas,Extreme temperature,5
2795,2013,Americas,Flood,29
2796,2013,Americas,Industrial accident,3
2797,2013,Americas,Landslide,3
2798,2013,Americas,Miscellaneous accident,5
2799,2013,Americas,Storm,23
2800,2013,Americas,Transport accident,22
2801,2013,Americas,Volcanic activity,2
2802,2013,Americas,Wildfire,5
2803,2013,Asia,Drought,1
2804,2013,Asia,Earthquake,23
2805,2013,Asia,Epidemic,1
2806,2013,Asia,Extreme temperature,5
2807,2013,Asia,Flood,67
2808,2013,Asia,Industrial accident,13
2809,2013,Asia,Landslide,8
2810,2013,Asia,Mass movement (dry),1
2811,2013,Asia,Miscellaneous accident,15
2812,2013,Asia,Storm,50
2813,2013,Asia,Transport accident,44
2814,2013,Asia,Volcanic activity,1
2815,2013,Europe,Earthquake,1
2816,2013,Europe,Extreme temperature,3
2817,2013,Europe,Flood,16
2818,2013,Europe,Impact,1
2819,2013,Europe,Industrial accident,1
2820,2013,Europe,Miscellaneous accident,4
2821,2013,Europe,Storm,23
2822,2013,Europe,Transport accident,16
2823,2013,Europe,Wildfire,1
2824,2013,Oceania,Drought,2
2825,2013,Oceania,Earthquake,2
2826,2013,Oceania,Epidemic,1
2827,2013,Oceania,Flood,2
2828,2013,Oceania,Storm,3
2829,2013,Oceania,Transport accident,1
2830,2013,Oceania,Wildfire,2
2831,2014,Africa,Animal accident,1
2832,2014,Africa,Drought,5
2833,2014,Africa,Earthquake,3
2834,2014,Africa,Epidemic,20
2835,2014,Africa,Flood,20
2836,2014,Africa,Industrial accident,4
2837,2014,Africa,Landslide,1
2838,2014,Africa,Miscellaneous accident,7
2839,2014,Africa,Storm,6
2840,2014,Africa,Transport accident,53
2841,2014,Africa,Volcanic activity,1
2842,2014,Americas,Drought,10
2843,2014,Americas,Earthquake,8
2844,2014,Americas,Epidemic,2
2845,2014,Americas,Extreme temperature,4
2846,2014,Americas,Flood,30
2847,2014,Americas,Industrial accident,5
2848,2014,Americas,Landslide,3
2849,2014,Americas,Miscellaneous accident,5
2850,2014,Americas,Storm,21
2851,2014,Americas,Transport accident,24
2852,2014,Americas,Wildfire,2
2853,2014,Asia,Drought,5
2854,2014,Asia,Earthquake,13
2855,2014,Asia,Epidemic,1
2856,2014,Asia,Extreme temperature,6
2857,2014,Asia,Flood,55
2858,2014,Asia,Industrial accident,18
2859,2014,Asia,Landslide,11
2860,2014,Asia,Miscellaneous accident,19
2861,2014,Asia,Storm,53
2862,2014,Asia,Transport accident,50
2863,2014,Asia,Volcanic activity,4
2864,2014,Europe,Earthquake,2
2865,2014,Europe,Extreme temperature,6
2866,2014,Europe,Flood,28
2867,2014,Europe,Industrial accident,1
2868,2014,Europe,Miscellaneous accident,1
2869,2014,Europe,Storm,15
2870,2014,Europe,Transport accident,18
2871,2014,Oceania,Extreme temperature,1
2872,2014,Oceania,Flood,4
2873,2014,Oceania,Storm,4
2874,2014,Oceania,Volcanic activity,1
2875,2014,Oceania,Wildfire,2
2876,2015,Africa,Drought,9
2877,2015,Africa,Earthquake,1
2878,2015,Africa,Epidemic,9
2879,2015,Africa,Extreme temperature,2
2880,2015,Africa,Flood,30
2881,2015,Africa,Industrial accident,7
2882,2015,Africa,Landslide,2
2883,2015,Africa,Miscellaneous accident,9
2884,2015,Africa,Storm,11
2885,2015,Africa,Transport accident,39
2886,2015,Africa,Wildfire,1
2887,2015,Americas,Drought,4
2888,2015,Americas,Earthquake,2
2889,2015,Americas,Epidemic,2
2890,2015,Americas,Extreme temperature,1
2891,2015,Americas,Flood,38
2892,2015,Americas,Industrial accident,5
2893,2015,Americas,Landslide,3
2894,2015,Americas,Miscellaneous accident,2
2895,2015,Americas,Storm,31
2896,2015,Americas,Transport accident,23
2897,2015,Americas,Volcanic activity,6
2898,2015,Americas,Wildfire,6
2899,2015,Asia,Drought,7
2900,2015,Asia,Earthquake,20
2901,2015,Asia,Epidemic,3
2902,2015,Asia,Extreme temperature,6
2903,2015,Asia,Flood,69
2904,2015,Asia,Industrial accident,17
2905,2015,Asia,Landslide,15
2906,2015,Asia,Mass movement (dry),1
2907,2015,Asia,Miscellaneous accident,23
2908,2015,Asia,Storm,62
2909,2015,Asia,Transport accident,45
2910,2015,Asia,Wildfire,1
2911,2015,Europe,Extreme temperature,3
2912,2015,Europe,Flood,20
2913,2015,Europe,Industrial accident,3
2914,2015,Europe,Miscellaneous accident,4
2915,2015,Europe,Storm,5
2916,2015,Europe,Transport accident,27
2917,2015,Europe,Wildfire,1
2918,2015,Oceania,Drought,6
2919,2015,Oceania,Flood,4
2920,2015,Oceania,Storm,12
2921,2015,Oceania,Wildfire,3
2922,2016,Africa,Drought,6
2923,2016,Africa,Earthquake,2
2924,2016,Africa,Epidemic,14
2925,2016,Africa,Extreme temperature,2
2926,2016,Africa,Flood,32
2927,2016,Africa,Industrial accident,2
2928,2016,Africa,Landslide,2
2929,2016,Africa,Miscellaneous accident,6
2930,2016,Africa,Storm,4
2931,2016,Africa,Transport accident,38
2932,2016,Americas,Drought,3
2933,2016,Americas,Earthquake,5
2934,2016,Americas,Epidemic,4
2935,2016,Americas,Flood,37
2936,2016,Americas,Industrial accident,4
2937,2016,Americas,Landslide,1
2938,2016,Americas,Miscellaneous accident,2
2939,2016,Americas,Storm,31
2940,2016,Americas,Transport accident,18
2941,2016,Americas,Wildfire,5
2942,2016,Asia,Drought,4
2943,2016,Asia,Earthquake,17
2944,2016,Asia,Epidemic,4
2945,2016,Asia,Extreme temperature,8
2946,2016,Asia,Flood,69
2947,2016,Asia,Industrial accident,19
2948,2016,Asia,Landslide,10
2949,2016,Asia,Miscellaneous accident,21
2950,2016,Asia,Storm,43
2951,2016,Asia,Transport accident,50
2952,2016,Asia,Wildfire,3
2953,2016,Europe,Earthquake,4
2954,2016,Europe,Extreme temperature,2
2955,2016,Europe,Flood,19
2956,2016,Europe,Industrial accident,3
2957,2016,Europe,Miscellaneous accident,5
2958,2016,Europe,Storm,2
2959,2016,Europe,Transport accident,15
2960,2016,Europe,Wildfire,1
2961,2016,Oceania,Drought,1
2962,2016,Oceania,Earthquake,2
2963,2016,Oceania,Epidemic,3
2964,2016,Oceania,Flood,2
2965,2016,Oceania,Storm,6
2966,2016,Oceania,Transport accident,1
2967,2016,Oceania,Wildfire,1
2968,2017,Africa,Drought,5
2969,2017,Africa,Epidemic,19
2970,2017,Africa,Extreme temperature,3
2971,2017,Africa,Flood,21
2972,2017,Africa,Industrial accident,1
2973,2017,Africa,Landslide,3
2974,2017,Africa,Miscellaneous accident,2
2975,2017,Africa,Storm,10
2976,2017,Africa,Transport accident,47
2977,2017,Africa,Wildfire,2
2978,2017,Americas,Drought,1
2979,2017,Americas,Earthquake,3
2980,2017,Americas,Epidemic,1
2981,2017,Americas,Flood,32
2982,2017,Americas,Industrial accident,3
2983,2017,Americas,Landslide,5
2984,2017,Americas,Miscellaneous accident,3
2985,2017,Americas,Storm,54
2986,2017,Americas,Transport accident,23
2987,2017,Americas,Wildfire,5
2988,2017,Asia,Drought,2
2989,2017,Asia,Earthquake,15
2990,2017,Asia,Epidemic,7
2991,2017,Asia,Extreme temperature,1
2992,2017,Asia,Flood,63
2993,2017,Asia,Industrial accident,13
2994,2017,Asia,Landslide,17
2995,2017,Asia,Miscellaneous accident,22
2996,2017,Asia,Storm,48
2997,2017,Asia,Transport accident,46
2998,2017,Asia,Volcanic activity,1
2999,2017,Europe,Drought,1
3000,2017,Europe,Earthquake,4
3001,2017,Europe,Extreme temperature,6
3002,2017,Europe,Flood,8
3003,2017,Europe,Mass movement (dry),1
3004,2017,Europe,Miscellaneous accident,2
3005,2017,Europe,Storm,14
3006,2017,Europe,Transport accident,10
3007,2017,Europe,Wildfire,7
3008,2017,Oceania,Flood,2
3009,2017,Oceania,Storm,4
3010,2017,Oceania,Volcanic activity,1
3011,2017,Oceania,Wildfire,1
3012,2018,Africa,Drought,2
3013,2018,Africa,Epidemic,12
3014,2018,Africa,Extreme temperature,1
3015,2018,Africa,Flood,30
3016,2018,Africa,Industrial accident,1
3017,2018,Africa,Landslide,5
3018,2018,Africa,Miscellaneous accident,4
3019,2018,Africa,Storm,7
3020,2018,Africa,Transport accident,56
3021,2018,Americas,Drought,9
3022,2018,Americas,Earthquake,4
3023,2018,Americas,Epidemic,1
3024,2018,Americas,Extreme temperature,1
3025,2018,Americas,Flood,26
3026,2018,Americas,Industrial accident,1
3027,2018,Americas,Landslide,2
3028,2018,Americas,Miscellaneous accident,4
3029,2018,Americas,Storm,19
3030,2018,Americas,Transport accident,16
3031,2018,Americas,Volcanic activity,2
3032,2018,Americas,Wildfire,4
3033,2018,Asia,Drought,2
3034,2018,Asia,Earthquake,13
3035,2018,Asia,Epidemic,2
3036,2018,Asia,Extreme temperature,8
3037,2018,Asia,Flood,57
3038,2018,Asia,Industrial accident,8
3039,2018,Asia,Landslide,6
3040,2018,Asia,Mass movement (dry),1
3041,2018,Asia,Miscellaneous accident,10
3042,2018,Asia,Storm,51
3043,2018,Asia,Transport accident,44
3044,2018,Asia,Volcanic activity,3
3045,2018,Asia,Wildfire,1
3046,2018,Europe,Drought,2
3047,2018,Europe,Extreme temperature,16
3048,2018,Europe,Flood,13
3049,2018,Europe,Industrial accident,1
3050,2018,Europe,Miscellaneous accident,5
3051,2018,Europe,Storm,13
3052,2018,Europe,Transport accident,9
3053,2018,Europe,Volcanic activity,1
3054,2018,Europe,Wildfire,5
3055,2018,Oceania,Drought,1
3056,2018,Oceania,Earthquake,3
3057,2018,Oceania,Epidemic,1
3058,2018,Oceania,Extreme temperature,1
3059,2018,Oceania,Flood,2
3060,2018,Oceania,Storm,7
3061,2018,Oceania,Transport accident,1
3062,2018,Oceania,Volcanic activity,2
3063,2019,Africa,Drought,8
3064,2019,Africa,Epidemic,17
3065,2019,Africa,Extreme temperature,1
3066,2019,Africa,Flood,58
3067,2019,Africa,Industrial accident,13
3068,2019,Africa,Insect infestation,8
3069,2019,Africa,Landslide,12
3070,2019,Africa,Miscellaneous accident,3
3071,2019,Africa,Storm,11
3072,2019,Africa,Transport accident,50
3073,2019,Africa,Wildfire,1
3074,2019,Americas,Drought,1
3075,2019,Americas,Earthquake,6
3076,2019,Americas,Epidemic,7
3077,2019,Americas,Flood,39
3078,2019,Americas,Industrial accident,2
3079,2019,Americas,Landslide,4
3080,2019,Americas,Miscellaneous accident,6
3081,2019,Americas,Storm,22
3082,2019,Americas,Transport accident,23
3083,2019,Americas,Volcanic activity,2
3084,2019,Americas,Wildfire,7
3085,2019,Asia,Drought,7
3086,2019,Asia,Earthquake,21
3087,2019,Asia,Epidemic,8
3088,2019,Asia,Extreme temperature,6
3089,2019,Asia,Flood,80
3090,2019,Asia,Industrial accident,17
3091,2019,Asia,Landslide,7
3092,2019,Asia,Miscellaneous accident,11
3093,2019,Asia,Storm,36
3094,2019,Asia,Transport accident,32
3095,2019,Asia,Wildfire,3
3096,2019,Europe,Earthquake,4
3097,2019,Europe,Extreme temperature,14
3098,2019,Europe,Flood,17
3099,2019,Europe,Industrial accident,1
3100,2019,Europe,Landslide,1
3101,2019,Europe,Miscellaneous accident,2
3102,2019,Europe,Storm,20
3103,2019,Europe,Transport accident,11
3104,2019,Europe,Wildfire,1
3105,2019,Oceania,Earthquake,1
3106,2019,Oceania,Epidemic,4
3107,2019,Oceania,Flood,2
3108,2019,Oceania,Landslide,1
3109,2019,Oceania,Storm,2
3110,2019,Oceania,Volcanic activity,2
3111,2019,Oceania,Wildfire,2
3112,2020,Africa,Drought,7
3113,2020,Africa,Earthquake,1
3114,2020,Africa,Epidemic,3
3115,2020,Africa,Flood,65
3116,2020,Africa,Industrial accident,3
3117,2020,Africa,Landslide,2
3118,2020,Africa,Miscellaneous accident,7
3119,2020,Africa,Storm,5
3120,2020,Africa,Transport accident,35
3121,2020,Americas,Drought,2
3122,2020,Americas,Earthquake,3
3123,2020,Americas,Epidemic,3
3124,2020,Americas,Flood,27
3125,2020,Americas,Industrial accident,1
3126,2020,Americas,Landslide,3
3127,2020,Americas,Miscellaneous accident,3
3128,2020,Americas,Storm,52
3129,2020,Americas,Transport accident,9
3130,2020,Americas,Volcanic activity,1
3131,2020,Americas,Wildfire,1
3132,2020,Asia,Earthquake,9
3133,2020,Asia,Extreme temperature,1
3134,2020,Asia,Flood,88
3135,2020,Asia,Industrial accident,7
3136,2020,Asia,Insect infestation,2
3137,2020,Asia,Landslide,10
3138,2020,Asia,Miscellaneous accident,7
3139,2020,Asia,Storm,46
3140,2020,Asia,Transport accident,19
3141,2020,Asia,Volcanic activity,3
